,Year,Location Short,Location,Data Value 1,Data Value 2,Low Confidence Limit,High Confidence Limit,Lat and Long,Location ID,Category
102240,2015,SC,South Carolina,4.9,4.9,4.5,5.2,"(33.998821303000454, -81.04537120699968)",45,GENDER
102242,2015,SC,South Carolina,3.7,3.7,3.4,4.1,"(33.998821303000454, -81.04537120699968)",45,GENDER
102248,2015,SD,South Dakota,3.0,3.0,2.6,3.4,"(44.353130053000484, -100.3735306369997)",46,GENDER
102250,2015,SD,South Dakota,2.1,2.1,1.7,2.4,"(44.353130053000484, -100.3735306369997)",46,GENDER
102256,2015,TN,Tennessee,4.9,4.9,4.5,5.4,"(35.68094058000048, -85.77449091399967)",47,GENDER
102258,2015,TN,Tennessee,3.7,3.7,3.2,4.3,"(35.68094058000048, -85.77449091399967)",47,GENDER
102264,2015,TX,Texas,3.7,3.7,3.3,4.0,"(31.827240407000488, -99.42677020599967)",48,GENDER
102266,2015,TX,Texas,2.7,2.7,2.4,3.0,"(31.827240407000488, -99.42677020599967)",48,GENDER
102271,2015,US,United States,4.2,4.2,4.0,4.4,,59,GENDER
102272,2015,US,United States,3.1,3.1,3.0,3.3,,59,GENDER
102275,2015,UT,Utah,4.3,4.3,4.0,4.5,"(39.360700171000474, -111.58713063499971)",49,GENDER
102277,2015,UT,Utah,2.8,2.8,2.5,3.0,"(39.360700171000474, -111.58713063499971)",49,GENDER
102283,2015,VA,Virginia,3.9,3.9,3.6,4.2,"(37.54268067400045, -78.45789046299967)",51,GENDER
102285,2015,VA,Virginia,2.7,2.7,2.4,3.0,"(37.54268067400045, -78.45789046299967)",51,GENDER
102291,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102293,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102299,2015,VT,Vermont,4.0,4.0,3.6,4.4,"(43.62538123900049, -72.51764079099962)",50,GENDER
102301,2015,VT,Vermont,3.3,3.3,2.9,3.7,"(43.62538123900049, -72.51764079099962)",50,GENDER
102307,2015,WA,Washington,4.2,4.2,3.9,4.4,"(47.52227862900048, -120.47001078999972)",53,GENDER
102309,2015,WA,Washington,3.2,3.2,3.0,3.5,"(47.52227862900048, -120.47001078999972)",53,GENDER
102315,2015,WI,Wisconsin,3.9,3.9,3.5,4.3,"(44.39319117400049, -89.81637074199966)",55,GENDER
102317,2015,WI,Wisconsin,3.0,3.0,2.6,3.4,"(44.39319117400049, -89.81637074199966)",55,GENDER
102323,2015,WV,West Virginia,5.6,5.6,5.2,6.1,"(38.66551020200046, -80.71264013499967)",54,GENDER
102325,2015,WV,West Virginia,3.9,3.9,3.5,4.3,"(38.66551020200046, -80.71264013499967)",54,GENDER
102331,2015,WY,Wyoming,4.2,4.2,3.6,4.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
102333,2015,WY,Wyoming,3.2,3.2,2.6,3.8,"(43.23554134300048, -108.10983035299967)",56,GENDER
102339,2015,AK,Alaska,4.0,4.0,3.4,4.6,"(64.84507995700051, -147.72205903599973)",2,GENDER
102341,2015,AK,Alaska,3.1,3.1,2.6,3.6,"(64.84507995700051, -147.72205903599973)",2,GENDER
102347,2015,AL,Alabama,5.0,5.0,4.6,5.4,"(32.84057112200048, -86.63186076199969)",1,GENDER
102349,2015,AL,Alabama,3.5,3.5,3.2,3.9,"(32.84057112200048, -86.63186076199969)",1,GENDER
102355,2015,AR,Arkansas,5.1,5.1,4.5,5.8,"(34.74865012400045, -92.27449074299966)",5,GENDER
102357,2015,AR,Arkansas,4.2,4.2,3.5,4.9,"(34.74865012400045, -92.27449074299966)",5,GENDER
102363,2015,AZ,Arizona,4.0,4.0,3.7,4.4,"(34.865970280000454, -111.76381127699972)",4,GENDER
102365,2015,AZ,Arizona,3.5,3.5,3.1,3.9,"(34.865970280000454, -111.76381127699972)",4,GENDER
102371,2015,CA,California,4.0,4.0,3.7,4.2,"(37.63864012300047, -120.99999953799971)",6,GENDER
102373,2015,CA,California,3.1,3.1,2.9,3.4,"(37.63864012300047, -120.99999953799971)",6,GENDER
102379,2015,CO,Colorado,3.8,3.8,3.6,4.1,"(38.843840757000464, -106.13361092099967)",8,GENDER
102381,2015,CO,Colorado,3.1,3.1,2.9,3.4,"(38.843840757000464, -106.13361092099967)",8,GENDER
102387,2015,CT,Connecticut,4.1,4.1,3.8,4.4,"(41.56266102000046, -72.64984095199964)",9,GENDER
102389,2015,CT,Connecticut,3.1,3.1,2.8,3.4,"(41.56266102000046, -72.64984095199964)",9,GENDER
102395,2015,DC,District of Columbia,4.0,4.0,3.3,4.7,"(38.907192, -77.036871)",11,GENDER
102397,2015,DC,District of Columbia,2.9,2.9,2.2,3.5,"(38.907192, -77.036871)",11,GENDER
102403,2015,DE,Delaware,4.1,4.1,3.6,4.7,"(39.008830667000495, -75.57774116799965)",10,GENDER
102405,2015,DE,Delaware,3.0,3.0,2.5,3.5,"(39.008830667000495, -75.57774116799965)",10,GENDER
102411,2015,FL,Florida,4.5,4.5,4.1,4.8,"(28.932040377000476, -81.92896053899966)",12,GENDER
102413,2015,FL,Florida,3.7,3.7,3.3,4.1,"(28.932040377000476, -81.92896053899966)",12,GENDER
102419,2015,GA,Georgia,4.1,4.1,3.7,4.5,"(32.83968109300048, -83.62758034599966)",13,GENDER
102421,2015,GA,Georgia,3.3,3.3,2.9,3.8,"(32.83968109300048, -83.62758034599966)",13,GENDER
102427,2015,GU,Guam,3.5,3.5,2.6,4.4,"(13.444304, 144.793731)",66,GENDER
102429,2015,GU,Guam,3.5,3.5,2.8,4.3,"(13.444304, 144.793731)",66,GENDER
102435,2015,HI,Hawaii,2.9,2.9,2.6,3.2,"(21.304850435000446, -157.85774940299973)",15,GENDER
102437,2015,HI,Hawaii,2.9,2.9,2.5,3.3,"(21.304850435000446, -157.85774940299973)",15,GENDER
102443,2015,IA,Iowa,3.7,3.7,3.3,4.0,"(42.46940091300047, -93.81649055599968)",19,GENDER
102445,2015,IA,Iowa,2.6,2.6,2.3,3.0,"(42.46940091300047, -93.81649055599968)",19,GENDER
102451,2015,ID,Idaho,4.0,4.0,3.6,4.4,"(43.682630005000476, -114.3637300419997)",16,GENDER
102453,2015,ID,Idaho,2.8,2.8,2.4,3.2,"(43.682630005000476, -114.3637300419997)",16,GENDER
102459,2015,IL,Illinois,3.8,3.8,3.5,4.2,"(40.48501028300046, -88.99771017799969)",17,GENDER
102461,2015,IL,Illinois,3.0,3.0,2.6,3.4,"(40.48501028300046, -88.99771017799969)",17,GENDER
102467,2015,IN,Indiana,4.7,4.7,4.3,5.2,"(39.766910452000445, -86.14996019399968)",18,GENDER
102469,2015,IN,Indiana,3.3,3.3,2.9,3.8,"(39.766910452000445, -86.14996019399968)",18,GENDER
102475,2015,KS,Kansas,3.9,3.9,3.7,4.1,"(38.34774030000045, -98.20078122699965)",20,GENDER
102477,2015,KS,Kansas,2.5,2.5,2.3,2.6,"(38.34774030000045, -98.20078122699965)",20,GENDER
102483,2015,KY,Kentucky,4.9,4.9,4.5,5.4,"(37.645970271000465, -84.77497104799966)",21,GENDER
102485,2015,KY,Kentucky,3.6,3.6,3.2,4.1,"(37.645970271000465, -84.77497104799966)",21,GENDER
102491,2015,LA,Louisiana,4.8,4.8,4.4,5.2,"(31.31266064400046, -92.44568007099969)",22,GENDER
102493,2015,LA,Louisiana,3.8,3.8,3.3,4.3,"(31.31266064400046, -92.44568007099969)",22,GENDER
102499,2015,MA,Massachusetts,4.3,4.3,4.0,4.6,"(42.27687047000046, -72.08269067499964)",25,GENDER
102501,2015,MA,Massachusetts,3.4,3.4,3.0,3.8,"(42.27687047000046, -72.08269067499964)",25,GENDER
102507,2015,MD,Maryland,3.8,3.8,3.4,4.2,"(39.29058096400047, -76.60926011099963)",24,GENDER
102509,2015,MD,Maryland,2.9,2.9,2.5,3.4,"(39.29058096400047, -76.60926011099963)",24,GENDER
102515,2015,ME,Maine,4.4,4.4,4.1,4.8,"(45.254228894000505, -68.98503133599962)",23,GENDER
102517,2015,ME,Maine,3.2,3.2,2.8,3.5,"(45.254228894000505, -68.98503133599962)",23,GENDER
102523,2015,MI,Michigan,4.4,4.4,4.1,4.7,"(44.6613195430005, -84.71439026999968)",26,GENDER
102525,2015,MI,Michigan,3.2,3.2,2.9,3.4,"(44.6613195430005, -84.71439026999968)",26,GENDER
102531,2015,MN,Minnesota,3.4,3.4,3.2,3.6,"(46.35564873600049, -94.79420050299967)",27,GENDER
102533,2015,MN,Minnesota,2.4,2.4,2.2,2.6,"(46.35564873600049, -94.79420050299967)",27,GENDER
102539,2015,MO,Missouri,4.9,4.9,4.5,5.4,"(38.635790776000476, -92.56630005299968)",29,GENDER
102541,2015,MO,Missouri,3.1,3.1,2.7,3.4,"(38.635790776000476, -92.56630005299968)",29,GENDER
102547,2015,MS,Mississippi,5.1,5.1,4.6,5.5,"(32.745510099000455, -89.53803082499968)",28,GENDER
102549,2015,MS,Mississippi,3.8,3.8,3.3,4.3,"(32.745510099000455, -89.53803082499968)",28,GENDER
102555,2015,MT,Montana,3.9,3.9,3.5,4.3,"(47.06652897200047, -109.42442064499971)",30,GENDER
102557,2015,MT,Montana,2.9,2.9,2.5,3.4,"(47.06652897200047, -109.42442064499971)",30,GENDER
102563,2015,NC,North Carolina,4.3,4.3,3.9,4.6,"(35.466220975000454, -79.15925046299964)",37,GENDER
102565,2015,NC,North Carolina,3.1,3.1,2.7,3.4,"(35.466220975000454, -79.15925046299964)",37,GENDER
102571,2015,ND,North Dakota,3.9,3.9,3.5,4.4,"(47.47531977900047, -100.11842104899966)",38,GENDER
102573,2015,ND,North Dakota,2.6,2.6,2.3,3.0,"(47.47531977900047, -100.11842104899966)",38,GENDER
102579,2015,NE,Nebraska,3.5,3.5,3.2,3.7,"(41.6410409880005, -99.36572062299967)",31,GENDER
102581,2015,NE,Nebraska,2.3,2.3,2.1,2.6,"(41.6410409880005, -99.36572062299967)",31,GENDER
102587,2015,NH,New Hampshire,4.1,4.1,3.7,4.6,"(43.65595011300047, -71.50036091999965)",33,GENDER
102589,2015,NH,New Hampshire,2.8,2.8,2.5,3.2,"(43.65595011300047, -71.50036091999965)",33,GENDER
102595,2015,NJ,New Jersey,3.8,3.8,3.5,4.2,"(40.13057004800049, -74.27369128799967)",34,GENDER
102597,2015,NJ,New Jersey,2.8,2.8,2.5,3.2,"(40.13057004800049, -74.27369128799967)",34,GENDER
102603,2015,NM,New Mexico,4.0,4.0,3.6,4.4,"(34.52088095200048, -106.24058098499967)",35,GENDER
102605,2015,NM,New Mexico,3.3,3.3,2.9,3.7,"(34.52088095200048, -106.24058098499967)",35,GENDER
102611,2015,NV,Nevada,4.3,4.3,3.6,5.0,"(39.493240390000494, -117.07184056399967)",32,GENDER
102613,2015,NV,Nevada,3.2,3.2,2.5,4.0,"(39.493240390000494, -117.07184056399967)",32,GENDER
102619,2015,NY,New York,4.0,4.0,3.8,4.3,"(42.82700103200045, -75.54397042699964)",36,GENDER
102622,2015,NY,New York,3.3,3.3,3.0,3.6,"(42.82700103200045, -75.54397042699964)",36,GENDER
102628,2015,OH,Ohio,4.6,4.6,4.2,4.9,"(40.06021014100048, -82.40426005599966)",39,GENDER
102630,2015,OH,Ohio,3.1,3.1,2.7,3.5,"(40.06021014100048, -82.40426005599966)",39,GENDER
102636,2015,OK,Oklahoma,4.6,4.6,4.2,5.1,"(35.47203135600046, -97.52107021399968)",40,GENDER
102638,2015,OK,Oklahoma,3.4,3.4,3.0,3.9,"(35.47203135600046, -97.52107021399968)",40,GENDER
102644,2015,OR,Oregon,5.2,5.2,4.8,5.6,"(44.56744942400047, -120.15503132599969)",41,GENDER
102646,2015,OR,Oregon,3.7,3.7,3.3,4.1,"(44.56744942400047, -120.15503132599969)",41,GENDER
102652,2015,PA,Pennsylvania,4.6,4.6,4.2,5.0,"(40.79373015200048, -77.86070029399963)",42,GENDER
102654,2015,PA,Pennsylvania,2.9,2.9,2.5,3.2,"(40.79373015200048, -77.86070029399963)",42,GENDER
102660,2015,PR,Puerto Rico,4.1,4.1,3.8,4.5,"(18.220833, -66.590149)",72,GENDER
102662,2015,PR,Puerto Rico,3.4,3.4,3.0,3.9,"(18.220833, -66.590149)",72,GENDER
102668,2015,RI,Rhode Island,4.2,4.2,3.8,4.6,"(41.70828019300046, -71.52247031399963)",44,GENDER
102670,2015,RI,Rhode Island,3.9,3.9,3.4,4.5,"(41.70828019300046, -71.52247031399963)",44,GENDER
102676,2015,SC,South Carolina,4.7,4.7,4.4,5.1,"(33.998821303000454, -81.04537120699968)",45,GENDER
102678,2015,SC,South Carolina,3.7,3.7,3.4,4.1,"(33.998821303000454, -81.04537120699968)",45,GENDER
102684,2015,SD,South Dakota,2.9,2.9,2.5,3.3,"(44.353130053000484, -100.3735306369997)",46,GENDER
102686,2015,SD,South Dakota,2.0,2.0,1.7,2.3,"(44.353130053000484, -100.3735306369997)",46,GENDER
102692,2015,TN,Tennessee,4.9,4.9,4.5,5.3,"(35.68094058000048, -85.77449091399967)",47,GENDER
102694,2015,TN,Tennessee,3.7,3.7,3.2,4.2,"(35.68094058000048, -85.77449091399967)",47,GENDER
102700,2015,TX,Texas,3.6,3.6,3.3,4.0,"(31.827240407000488, -99.42677020599967)",48,GENDER
102702,2015,TX,Texas,2.8,2.8,2.4,3.1,"(31.827240407000488, -99.42677020599967)",48,GENDER
102707,2015,US,United States,4.1,4.1,4.0,4.3,,59,GENDER
102708,2015,US,United States,3.1,3.1,3.0,3.2,,59,GENDER
102711,2015,UT,Utah,4.3,4.3,4.1,4.6,"(39.360700171000474, -111.58713063499971)",49,GENDER
102713,2015,UT,Utah,2.9,2.9,2.7,3.1,"(39.360700171000474, -111.58713063499971)",49,GENDER
102719,2015,VA,Virginia,3.8,3.8,3.4,4.1,"(37.54268067400045, -78.45789046299967)",51,GENDER
102721,2015,VA,Virginia,2.7,2.7,2.4,3.0,"(37.54268067400045, -78.45789046299967)",51,GENDER
102727,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102729,2015,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
102735,2015,VT,Vermont,3.8,3.8,3.5,4.2,"(43.62538123900049, -72.51764079099962)",50,GENDER
102737,2015,VT,Vermont,3.2,3.2,2.8,3.6,"(43.62538123900049, -72.51764079099962)",50,GENDER
102743,2015,WA,Washington,4.1,4.1,3.9,4.4,"(47.52227862900048, -120.47001078999972)",53,GENDER
102745,2015,WA,Washington,3.2,3.2,3.0,3.5,"(47.52227862900048, -120.47001078999972)",53,GENDER
102751,2015,WI,Wisconsin,3.8,3.8,3.4,4.2,"(44.39319117400049, -89.81637074199966)",55,GENDER
102753,2015,WI,Wisconsin,2.9,2.9,2.6,3.3,"(44.39319117400049, -89.81637074199966)",55,GENDER
102759,2015,WV,West Virginia,5.4,5.4,5.1,5.8,"(38.66551020200046, -80.71264013499967)",54,GENDER
102761,2015,WV,West Virginia,3.8,3.8,3.4,4.2,"(38.66551020200046, -80.71264013499967)",54,GENDER
102767,2015,WY,Wyoming,4.0,4.0,3.6,4.5,"(43.23554134300048, -108.10983035299967)",56,GENDER
102769,2015,WY,Wyoming,3.2,3.2,2.6,3.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
171753,2012,AK,Alaska,4.1,4.1,3.6,4.6,"(64.84507995700051, -147.72205903599973)",2,GENDER
171756,2012,AK,Alaska,2.3,2.3,1.9,2.7,"(64.84507995700051, -147.72205903599973)",2,GENDER
171762,2012,AL,Alabama,6.2,6.2,5.7,6.6,"(32.84057112200048, -86.63186076199969)",1,GENDER
171764,2012,AL,Alabama,4.5,4.5,4.0,5.0,"(32.84057112200048, -86.63186076199969)",1,GENDER
171770,2012,AR,Arkansas,5.6,5.6,5.1,6.1,"(34.74865012400045, -92.27449074299966)",5,GENDER
171772,2012,AR,Arkansas,3.9,3.9,3.4,4.4,"(34.74865012400045, -92.27449074299966)",5,GENDER
171778,2012,AZ,Arizona,4.4,4.4,3.9,4.9,"(34.865970280000454, -111.76381127699972)",4,GENDER
171780,2012,AZ,Arizona,3.7,3.7,3.2,4.1,"(34.865970280000454, -111.76381127699972)",4,GENDER
171786,2012,CA,California,4.4,4.4,4.1,4.6,"(37.63864012300047, -120.99999953799971)",6,GENDER
171788,2012,CA,California,3.2,3.2,3.0,3.4,"(37.63864012300047, -120.99999953799971)",6,GENDER
171794,2012,CO,Colorado,4.0,4.0,3.7,4.3,"(38.843840757000464, -106.13361092099967)",8,GENDER
171796,2012,CO,Colorado,2.9,2.9,2.7,3.2,"(38.843840757000464, -106.13361092099967)",8,GENDER
171802,2012,CT,Connecticut,4.1,4.1,3.8,4.4,"(41.56266102000046, -72.64984095199964)",9,GENDER
171804,2012,CT,Connecticut,3.3,3.3,2.9,3.6,"(41.56266102000046, -72.64984095199964)",9,GENDER
171810,2012,DC,District of Columbia,4.1,4.1,3.5,4.7,"(38.907192, -77.036871)",11,GENDER
171812,2012,DC,District of Columbia,3.4,3.4,2.8,4.0,"(38.907192, -77.036871)",11,GENDER
171818,2012,DE,Delaware,4.3,4.3,3.9,4.8,"(39.008830667000495, -75.57774116799965)",10,GENDER
171820,2012,DE,Delaware,3.1,3.1,2.6,3.5,"(39.008830667000495, -75.57774116799965)",10,GENDER
171826,2012,FL,Florida,4.9,4.9,4.5,5.4,"(28.932040377000476, -81.92896053899966)",12,GENDER
171828,2012,FL,Florida,4.1,4.1,3.6,4.6,"(28.932040377000476, -81.92896053899966)",12,GENDER
171834,2012,GA,Georgia,4.4,4.4,4.0,4.8,"(32.83968109300048, -83.62758034599966)",13,GENDER
171836,2012,GA,Georgia,2.7,2.7,2.3,3.1,"(32.83968109300048, -83.62758034599966)",13,GENDER
171842,2012,GU,Guam,3.3,3.3,2.7,3.9,"(13.444304, 144.793731)",66,GENDER
171844,2012,GU,Guam,2.7,2.7,2.1,3.3,"(13.444304, 144.793731)",66,GENDER
171850,2012,HI,Hawaii,3.4,3.4,3.0,3.7,"(21.304850435000446, -157.85774940299973)",15,GENDER
171852,2012,HI,Hawaii,2.6,2.6,2.3,3.0,"(21.304850435000446, -157.85774940299973)",15,GENDER
171858,2012,IA,Iowa,3.7,3.7,3.4,4.1,"(42.46940091300047, -93.81649055599968)",19,GENDER
171860,2012,IA,Iowa,2.4,2.4,2.1,2.7,"(42.46940091300047, -93.81649055599968)",19,GENDER
171866,2012,ID,Idaho,4.6,4.6,4.0,5.1,"(43.682630005000476, -114.3637300419997)",16,GENDER
171868,2012,ID,Idaho,3.2,3.2,2.6,3.7,"(43.682630005000476, -114.3637300419997)",16,GENDER
171875,2012,IL,Illinois,3.7,3.7,3.3,4.1,"(40.48501028300046, -88.99771017799969)",17,GENDER
171877,2012,IL,Illinois,3.2,3.2,2.8,3.7,"(40.48501028300046, -88.99771017799969)",17,GENDER
171883,2012,IN,Indiana,5.1,5.1,4.8,5.5,"(39.766910452000445, -86.14996019399968)",18,GENDER
171885,2012,IN,Indiana,3.5,3.5,3.2,3.9,"(39.766910452000445, -86.14996019399968)",18,GENDER
171891,2012,KS,Kansas,4.0,4.0,3.7,4.2,"(38.34774030000045, -98.20078122699965)",20,GENDER
171892,2012,KS,Kansas,2.6,2.6,2.3,2.9,"(38.34774030000045, -98.20078122699965)",20,GENDER
171898,2012,KY,Kentucky,5.7,5.7,5.3,6.1,"(37.645970271000465, -84.77497104799966)",21,GENDER
171900,2012,KY,Kentucky,4.3,4.3,3.9,4.8,"(37.645970271000465, -84.77497104799966)",21,GENDER
171906,2012,LA,Louisiana,5.0,5.0,4.5,5.4,"(31.31266064400046, -92.44568007099969)",22,GENDER
171908,2012,LA,Louisiana,3.2,3.2,2.8,3.7,"(31.31266064400046, -92.44568007099969)",22,GENDER
171914,2012,MA,Massachusetts,4.3,4.3,4.0,4.5,"(42.27687047000046, -72.08269067499964)",25,GENDER
171916,2012,MA,Massachusetts,3.3,3.3,3.1,3.5,"(42.27687047000046, -72.08269067499964)",25,GENDER
171922,2012,MD,Maryland,4.2,4.2,3.9,4.6,"(39.29058096400047, -76.60926011099963)",24,GENDER
171924,2012,MD,Maryland,2.7,2.7,2.3,3.0,"(39.29058096400047, -76.60926011099963)",24,GENDER
171931,2012,ME,Maine,4.4,4.4,4.1,4.8,"(45.254228894000505, -68.98503133599962)",23,GENDER
171933,2012,ME,Maine,3.9,3.9,3.5,4.3,"(45.254228894000505, -68.98503133599962)",23,GENDER
171939,2012,MI,Michigan,5.1,5.1,4.8,5.5,"(44.6613195430005, -84.71439026999968)",26,GENDER
171941,2012,MI,Michigan,3.3,3.3,3.0,3.6,"(44.6613195430005, -84.71439026999968)",26,GENDER
171947,2012,MN,Minnesota,3.6,3.6,3.3,3.9,"(46.35564873600049, -94.79420050299967)",27,GENDER
171949,2012,MN,Minnesota,2.5,2.5,2.3,2.8,"(46.35564873600049, -94.79420050299967)",27,GENDER
171955,2012,MO,Missouri,4.6,4.6,4.2,5.0,"(38.635790776000476, -92.56630005299968)",29,GENDER
171957,2012,MO,Missouri,3.6,3.6,3.1,4.0,"(38.635790776000476, -92.56630005299968)",29,GENDER
171963,2012,MS,Mississippi,5.0,5.0,4.6,5.4,"(32.745510099000455, -89.53803082499968)",28,GENDER
171965,2012,MS,Mississippi,3.9,3.9,3.4,4.4,"(32.745510099000455, -89.53803082499968)",28,GENDER
171971,2012,MT,Montana,4.4,4.4,4.0,4.7,"(47.06652897200047, -109.42442064499971)",30,GENDER
171973,2012,MT,Montana,3.2,3.2,2.9,3.6,"(47.06652897200047, -109.42442064499971)",30,GENDER
171979,2012,NC,North Carolina,4.4,4.4,4.1,4.7,"(35.466220975000454, -79.15925046299964)",37,GENDER
171981,2012,NC,North Carolina,3.4,3.4,3.1,3.7,"(35.466220975000454, -79.15925046299964)",37,GENDER
171987,2012,ND,North Dakota,3.2,3.2,2.8,3.6,"(47.47531977900047, -100.11842104899966)",38,GENDER
171989,2012,ND,North Dakota,2.4,2.4,2.0,2.8,"(47.47531977900047, -100.11842104899966)",38,GENDER
171995,2012,NE,Nebraska,3.6,3.6,3.3,3.8,"(41.6410409880005, -99.36572062299967)",31,GENDER
171997,2012,NE,Nebraska,2.6,2.6,2.3,2.8,"(41.6410409880005, -99.36572062299967)",31,GENDER
172004,2012,NH,New Hampshire,4.6,4.6,4.2,5.1,"(43.65595011300047, -71.50036091999965)",33,GENDER
172006,2012,NH,New Hampshire,3.2,3.2,2.8,3.6,"(43.65595011300047, -71.50036091999965)",33,GENDER
172012,2012,NJ,New Jersey,3.7,3.7,3.4,3.9,"(40.13057004800049, -74.27369128799967)",34,GENDER
172014,2012,NJ,New Jersey,2.9,2.9,2.7,3.2,"(40.13057004800049, -74.27369128799967)",34,GENDER
172020,2012,NM,New Mexico,4.6,4.6,4.3,5.0,"(34.52088095200048, -106.24058098499967)",35,GENDER
172022,2012,NM,New Mexico,3.5,3.5,3.2,3.8,"(34.52088095200048, -106.24058098499967)",35,GENDER
172028,2012,NV,Nevada,5.2,5.2,4.6,5.7,"(39.493240390000494, -117.07184056399967)",32,GENDER
172030,2012,NV,Nevada,3.0,3.0,2.6,3.5,"(39.493240390000494, -117.07184056399967)",32,GENDER
172036,2012,NY,New York,4.6,4.6,4.2,5.1,"(42.82700103200045, -75.54397042699964)",36,GENDER
172038,2012,NY,New York,3.5,3.5,3.0,3.9,"(42.82700103200045, -75.54397042699964)",36,GENDER
172044,2012,OH,Ohio,4.9,4.9,4.6,5.2,"(40.06021014100048, -82.40426005599966)",39,GENDER
172046,2012,OH,Ohio,3.4,3.4,3.1,3.7,"(40.06021014100048, -82.40426005599966)",39,GENDER
172052,2012,OK,Oklahoma,4.8,4.8,4.5,5.2,"(35.47203135600046, -97.52107021399968)",40,GENDER
172054,2012,OK,Oklahoma,3.6,3.6,3.2,3.9,"(35.47203135600046, -97.52107021399968)",40,GENDER
172060,2012,OR,Oregon,5.0,5.0,4.6,5.5,"(44.56744942400047, -120.15503132599969)",41,GENDER
172062,2012,OR,Oregon,3.8,3.8,3.3,4.3,"(44.56744942400047, -120.15503132599969)",41,GENDER
172068,2012,PA,Pennsylvania,4.7,4.7,4.4,5.0,"(40.79373015200048, -77.86070029399963)",42,GENDER
172070,2012,PA,Pennsylvania,3.2,3.2,2.9,3.4,"(40.79373015200048, -77.86070029399963)",42,GENDER
172076,2012,PR,Puerto Rico,3.9,3.9,3.6,4.3,"(18.220833, -66.590149)",72,GENDER
172078,2012,PR,Puerto Rico,2.9,2.9,2.5,3.3,"(18.220833, -66.590149)",72,GENDER
172084,2012,RI,Rhode Island,4.6,4.6,4.2,5.0,"(41.70828019300046, -71.52247031399963)",44,GENDER
172086,2012,RI,Rhode Island,3.7,3.7,3.1,4.2,"(41.70828019300046, -71.52247031399963)",44,GENDER
172092,2012,SC,South Carolina,5.0,5.0,4.6,5.3,"(33.998821303000454, -81.04537120699968)",45,GENDER
172094,2012,SC,South Carolina,3.5,3.5,3.1,3.8,"(33.998821303000454, -81.04537120699968)",45,GENDER
172100,2012,SD,South Dakota,3.0,3.0,2.7,3.4,"(44.353130053000484, -100.3735306369997)",46,GENDER
172102,2012,SD,South Dakota,2.8,2.8,2.4,3.2,"(44.353130053000484, -100.3735306369997)",46,GENDER
172108,2012,TN,Tennessee,4.7,4.7,4.3,5.1,"(35.68094058000048, -85.77449091399967)",47,GENDER
172110,2012,TN,Tennessee,3.2,3.2,2.8,3.6,"(35.68094058000048, -85.77449091399967)",47,GENDER
172116,2012,TX,Texas,4.1,4.1,3.8,4.4,"(31.827240407000488, -99.42677020599967)",48,GENDER
172118,2012,TX,Texas,3.1,3.1,2.8,3.5,"(31.827240407000488, -99.42677020599967)",48,GENDER
172123,2012,US,United States,4.4,4.4,4.2,4.6,,59,GENDER
172124,2012,US,United States,3.3,3.3,3.2,3.4,,59,GENDER
172127,2012,UT,Utah,4.1,4.1,3.8,4.3,"(39.360700171000474, -111.58713063499971)",49,GENDER
172129,2012,UT,Utah,2.7,2.7,2.4,2.9,"(39.360700171000474, -111.58713063499971)",49,GENDER
172135,2012,VA,Virginia,3.7,3.7,3.4,4.0,"(37.54268067400045, -78.45789046299967)",51,GENDER
172137,2012,VA,Virginia,3.3,3.3,2.9,3.7,"(37.54268067400045, -78.45789046299967)",51,GENDER
172143,2012,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
172145,2012,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
172152,2012,VT,Vermont,4.5,4.5,4.1,5.0,"(43.62538123900049, -72.51764079099962)",50,GENDER
172154,2012,VT,Vermont,3.3,3.3,2.9,3.7,"(43.62538123900049, -72.51764079099962)",50,GENDER
172160,2012,WA,Washington,4.5,4.5,4.2,4.8,"(47.52227862900048, -120.47001078999972)",53,GENDER
172162,2012,WA,Washington,3.3,3.3,3.0,3.6,"(47.52227862900048, -120.47001078999972)",53,GENDER
172168,2012,WI,Wisconsin,3.9,3.9,3.4,4.4,"(44.39319117400049, -89.81637074199966)",55,GENDER
172170,2012,WI,Wisconsin,3.6,3.6,3.1,4.2,"(44.39319117400049, -89.81637074199966)",55,GENDER
172176,2012,WV,West Virginia,5.5,5.5,5.0,5.9,"(38.66551020200046, -80.71264013499967)",54,GENDER
172178,2012,WV,West Virginia,3.7,3.7,3.2,4.1,"(38.66551020200046, -80.71264013499967)",54,GENDER
172184,2012,WY,Wyoming,3.9,3.9,3.4,4.4,"(43.23554134300048, -108.10983035299967)",56,GENDER
172186,2012,WY,Wyoming,3.0,3.0,2.5,3.4,"(43.23554134300048, -108.10983035299967)",56,GENDER
188350,2011,PR,Puerto Rico,3.5,3.5,3.1,3.9,"(18.220833, -66.590149)",72,GENDER
