,Year,Location Short,Location,Data Value 1,Data Value 2,Low Confidence Limit,High Confidence Limit,Lat and Long,Location ID,Category
188427,2011,OR,Oregon,3.4,3.4,3.0,3.8,"(44.56744942400047, -120.15503132599969)",41,GENDER
189300,2011,VT,Vermont,3.4,3.4,3.0,3.8,"(43.62538123900049, -72.51764079099962)",50,GENDER
232682,2011,FL,Florida,3.8,3.8,3.5,4.2,"(28.932040377000476, -81.92896053899966)",12,GENDER
233093,2011,HI,Hawaii,2.6,2.6,2.2,2.9,"(21.304850435000446, -157.85774940299973)",15,GENDER
233303,2011,AK,Alaska,3.6,3.6,3.1,4.2,"(64.84507995700051, -147.72205903599973)",2,GENDER
233305,2011,AK,Alaska,2.6,2.6,2.1,3.2,"(64.84507995700051, -147.72205903599973)",2,GENDER
233311,2011,AL,Alabama,5.6,5.6,5.2,6.0,"(32.84057112200048, -86.63186076199969)",1,GENDER
233313,2011,AL,Alabama,4.1,4.1,3.7,4.6,"(32.84057112200048, -86.63186076199969)",1,GENDER
233319,2011,AR,Arkansas,5.9,5.9,5.3,6.5,"(34.74865012400045, -92.27449074299966)",5,GENDER
233321,2011,AR,Arkansas,4.7,4.7,3.9,5.5,"(34.74865012400045, -92.27449074299966)",5,GENDER
233327,2011,AZ,Arizona,4.5,4.5,4.0,5.0,"(34.865970280000454, -111.76381127699972)",4,GENDER
233329,2011,AZ,Arizona,3.2,3.2,2.7,3.7,"(34.865970280000454, -111.76381127699972)",4,GENDER
233335,2011,CA,California,4.2,4.2,4.0,4.4,"(37.63864012300047, -120.99999953799971)",6,GENDER
233337,2011,CA,California,3.3,3.3,3.1,3.5,"(37.63864012300047, -120.99999953799971)",6,GENDER
233343,2011,CO,Colorado,4.1,4.1,3.8,4.4,"(38.843840757000464, -106.13361092099967)",8,GENDER
233345,2011,CO,Colorado,2.9,2.9,2.6,3.2,"(38.843840757000464, -106.13361092099967)",8,GENDER
233351,2011,CT,Connecticut,3.9,3.9,3.5,4.3,"(41.56266102000046, -72.64984095199964)",9,GENDER
233353,2011,CT,Connecticut,3.3,3.3,2.9,3.8,"(41.56266102000046, -72.64984095199964)",9,GENDER
233359,2011,DC,District of Columbia,3.7,3.7,3.3,4.1,"(38.907192, -77.036871)",11,GENDER
233361,2011,DC,District of Columbia,3.4,3.4,2.8,4.0,"(38.907192, -77.036871)",11,GENDER
233367,2011,DE,Delaware,3.9,3.9,3.5,4.3,"(39.008830667000495, -75.57774116799965)",10,GENDER
233369,2011,DE,Delaware,2.9,2.9,2.4,3.4,"(39.008830667000495, -75.57774116799965)",10,GENDER
233375,2011,FL,Florida,4.8,4.8,4.5,5.2,"(28.932040377000476, -81.92896053899966)",12,GENDER
233377,2011,FL,Florida,3.9,3.9,3.5,4.3,"(28.932040377000476, -81.92896053899966)",12,GENDER
233383,2011,GA,Georgia,4.2,4.2,3.9,4.5,"(32.83968109300048, -83.62758034599966)",13,GENDER
233385,2011,GA,Georgia,3.5,3.5,3.1,3.9,"(32.83968109300048, -83.62758034599966)",13,GENDER
233391,2011,GU,Guam,3.1,3.1,2.5,3.6,"(13.444304, 144.793731)",66,GENDER
233393,2011,GU,Guam,2.8,2.8,2.1,3.4,"(13.444304, 144.793731)",66,GENDER
233399,2011,HI,Hawaii,3.2,3.2,2.8,3.6,"(21.304850435000446, -157.85774940299973)",15,GENDER
233401,2011,HI,Hawaii,2.5,2.5,2.2,2.9,"(21.304850435000446, -157.85774940299973)",15,GENDER
233407,2011,IA,Iowa,3.6,3.6,3.3,4.0,"(42.46940091300047, -93.81649055599968)",19,GENDER
233409,2011,IA,Iowa,2.6,2.6,2.2,2.9,"(42.46940091300047, -93.81649055599968)",19,GENDER
233415,2011,ID,Idaho,4.6,4.6,4.2,5.1,"(43.682630005000476, -114.3637300419997)",16,GENDER
233417,2011,ID,Idaho,3.0,3.0,2.6,3.5,"(43.682630005000476, -114.3637300419997)",16,GENDER
233423,2011,IL,Illinois,4.5,4.5,4.0,4.9,"(40.48501028300046, -88.99771017799969)",17,GENDER
233425,2011,IL,Illinois,3.6,3.6,3.1,4.1,"(40.48501028300046, -88.99771017799969)",17,GENDER
233431,2011,IN,Indiana,5.0,5.0,4.7,5.4,"(39.766910452000445, -86.14996019399968)",18,GENDER
233433,2011,IN,Indiana,3.5,3.5,3.1,3.8,"(39.766910452000445, -86.14996019399968)",18,GENDER
233439,2011,KS,Kansas,4.0,4.0,3.8,4.3,"(38.34774030000045, -98.20078122699965)",20,GENDER
233441,2011,KS,Kansas,2.6,2.6,2.4,2.8,"(38.34774030000045, -98.20078122699965)",20,GENDER
233447,2011,KY,Kentucky,5.5,5.5,5.1,6.0,"(37.645970271000465, -84.77497104799966)",21,GENDER
233449,2011,KY,Kentucky,4.1,4.1,3.6,4.6,"(37.645970271000465, -84.77497104799966)",21,GENDER
233455,2011,LA,Louisiana,4.9,4.9,4.6,5.2,"(31.31266064400046, -92.44568007099969)",22,GENDER
233457,2011,LA,Louisiana,3.9,3.9,3.4,4.4,"(31.31266064400046, -92.44568007099969)",22,GENDER
233463,2011,MA,Massachusetts,4.1,4.1,3.8,4.3,"(42.27687047000046, -72.08269067499964)",25,GENDER
233465,2011,MA,Massachusetts,3.2,3.2,2.9,3.5,"(42.27687047000046, -72.08269067499964)",25,GENDER
233471,2011,MD,Maryland,4.2,4.2,3.9,4.6,"(39.29058096400047, -76.60926011099963)",24,GENDER
233473,2011,MD,Maryland,3.1,3.1,2.7,3.4,"(39.29058096400047, -76.60926011099963)",24,GENDER
233479,2011,ME,Maine,4.9,4.9,4.6,5.2,"(45.254228894000505, -68.98503133599962)",23,GENDER
233481,2011,ME,Maine,3.5,3.5,3.2,3.8,"(45.254228894000505, -68.98503133599962)",23,GENDER
233487,2011,MI,Michigan,4.8,4.8,4.4,5.2,"(44.6613195430005, -84.71439026999968)",26,GENDER
233489,2011,MI,Michigan,3.8,3.8,3.4,4.2,"(44.6613195430005, -84.71439026999968)",26,GENDER
233495,2011,MN,Minnesota,3.5,3.5,3.3,3.8,"(46.35564873600049, -94.79420050299967)",27,GENDER
233497,2011,MN,Minnesota,2.6,2.6,2.3,2.8,"(46.35564873600049, -94.79420050299967)",27,GENDER
233503,2011,MO,Missouri,4.8,4.8,4.3,5.2,"(38.635790776000476, -92.56630005299968)",29,GENDER
233505,2011,MO,Missouri,3.5,3.5,3.0,4.0,"(38.635790776000476, -92.56630005299968)",29,GENDER
233511,2011,MS,Mississippi,5.0,5.0,4.6,5.3,"(32.745510099000455, -89.53803082499968)",28,GENDER
233513,2011,MS,Mississippi,3.8,3.8,3.4,4.2,"(32.745510099000455, -89.53803082499968)",28,GENDER
233519,2011,MT,Montana,4.0,4.0,3.7,4.4,"(47.06652897200047, -109.42442064499971)",30,GENDER
233521,2011,MT,Montana,3.2,3.2,2.8,3.5,"(47.06652897200047, -109.42442064499971)",30,GENDER
233527,2011,NC,North Carolina,4.4,4.4,4.1,4.7,"(35.466220975000454, -79.15925046299964)",37,GENDER
233529,2011,NC,North Carolina,3.0,3.0,2.7,3.3,"(35.466220975000454, -79.15925046299964)",37,GENDER
233535,2011,ND,North Dakota,3.3,3.3,3.0,3.7,"(47.47531977900047, -100.11842104899966)",38,GENDER
233537,2011,ND,North Dakota,2.4,2.4,2.1,2.8,"(47.47531977900047, -100.11842104899966)",38,GENDER
233543,2011,NE,Nebraska,3.6,3.6,3.4,3.8,"(41.6410409880005, -99.36572062299967)",31,GENDER
233545,2011,NE,Nebraska,2.5,2.5,2.3,2.7,"(41.6410409880005, -99.36572062299967)",31,GENDER
233551,2011,NH,New Hampshire,4.6,4.6,4.1,5.0,"(43.65595011300047, -71.50036091999965)",33,GENDER
233553,2011,NH,New Hampshire,3.9,3.9,3.4,4.4,"(43.65595011300047, -71.50036091999965)",33,GENDER
233559,2011,NJ,New Jersey,3.7,3.7,3.4,3.9,"(40.13057004800049, -74.27369128799967)",34,GENDER
233561,2011,NJ,New Jersey,3.0,3.0,2.7,3.3,"(40.13057004800049, -74.27369128799967)",34,GENDER
233563,2011,NY,New York,3.2,3.2,2.8,3.5,"(42.82700103200045, -75.54397042699964)",36,GENDER
233568,2011,NM,New Mexico,4.4,4.4,4.1,4.8,"(34.52088095200048, -106.24058098499967)",35,GENDER
233570,2011,NM,New Mexico,3.4,3.4,3.1,3.8,"(34.52088095200048, -106.24058098499967)",35,GENDER
233576,2011,NV,Nevada,4.5,4.5,3.9,5.1,"(39.493240390000494, -117.07184056399967)",32,GENDER
233578,2011,NV,Nevada,3.4,3.4,2.9,3.9,"(39.493240390000494, -117.07184056399967)",32,GENDER
233584,2011,NY,New York,4.3,4.3,4.0,4.6,"(42.82700103200045, -75.54397042699964)",36,GENDER
233591,2011,OH,Ohio,4.8,4.8,4.4,5.2,"(40.06021014100048, -82.40426005599966)",39,GENDER
233593,2011,OH,Ohio,3.5,3.5,3.1,3.9,"(40.06021014100048, -82.40426005599966)",39,GENDER
233599,2011,OK,Oklahoma,5.0,5.0,4.7,5.4,"(35.47203135600046, -97.52107021399968)",40,GENDER
233601,2011,OK,Oklahoma,4.1,4.1,3.7,4.5,"(35.47203135600046, -97.52107021399968)",40,GENDER
233607,2011,OR,Oregon,4.3,4.3,3.9,4.7,"(44.56744942400047, -120.15503132599969)",41,GENDER
233609,2011,OR,Oregon,3.3,3.3,2.9,3.8,"(44.56744942400047, -120.15503132599969)",41,GENDER
233615,2011,PA,Pennsylvania,4.8,4.8,4.5,5.1,"(40.79373015200048, -77.86070029399963)",42,GENDER
233617,2011,PA,Pennsylvania,3.4,3.4,3.1,3.7,"(40.79373015200048, -77.86070029399963)",42,GENDER
233623,2011,PR,Puerto Rico,3.9,3.9,3.6,4.3,"(18.220833, -66.590149)",72,GENDER
233625,2011,PR,Puerto Rico,3.5,3.5,3.1,4.0,"(18.220833, -66.590149)",72,GENDER
233632,2011,RI,Rhode Island,4.8,4.8,4.4,5.2,"(41.70828019300046, -71.52247031399963)",44,GENDER
233634,2011,RI,Rhode Island,3.9,3.9,3.4,4.3,"(41.70828019300046, -71.52247031399963)",44,GENDER
233640,2011,SC,South Carolina,4.9,4.9,4.5,5.2,"(33.998821303000454, -81.04537120699968)",45,GENDER
233642,2011,SC,South Carolina,3.3,3.3,2.9,3.6,"(33.998821303000454, -81.04537120699968)",45,GENDER
233648,2011,SD,South Dakota,3.8,3.8,3.2,4.3,"(44.353130053000484, -100.3735306369997)",46,GENDER
233650,2011,SD,South Dakota,2.4,2.4,2.0,2.8,"(44.353130053000484, -100.3735306369997)",46,GENDER
233655,2011,TN,Tennessee,4.5,4.5,3.8,5.3,"(35.68094058000048, -85.77449091399967)",47,GENDER
233657,2011,TN,Tennessee,3.0,3.0,2.3,3.6,"(35.68094058000048, -85.77449091399967)",47,GENDER
233663,2011,TX,Texas,4.2,4.2,3.9,4.5,"(31.827240407000488, -99.42677020599967)",48,GENDER
233665,2011,TX,Texas,2.9,2.9,2.6,3.2,"(31.827240407000488, -99.42677020599967)",48,GENDER
233670,2011,US,United States,4.3,4.3,4.2,4.5,,59,GENDER
233671,2011,US,United States,3.3,3.3,3.0,3.4,,59,GENDER
233674,2011,UT,Utah,4.2,4.2,3.9,4.4,"(39.360700171000474, -111.58713063499971)",49,GENDER
233676,2011,UT,Utah,2.9,2.9,2.7,3.2,"(39.360700171000474, -111.58713063499971)",49,GENDER
233682,2011,VA,Virginia,3.7,3.7,3.4,4.1,"(37.54268067400045, -78.45789046299967)",51,GENDER
233684,2011,VA,Virginia,2.9,2.9,2.6,3.3,"(37.54268067400045, -78.45789046299967)",51,GENDER
233690,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
233692,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
233698,2011,VT,Vermont,4.1,4.1,3.7,4.5,"(43.62538123900049, -72.51764079099962)",50,GENDER
233700,2011,VT,Vermont,3.4,3.4,3.0,3.8,"(43.62538123900049, -72.51764079099962)",50,GENDER
233706,2011,WA,Washington,4.4,4.4,4.1,4.8,"(47.52227862900048, -120.47001078999972)",53,GENDER
233708,2011,WA,Washington,3.0,3.0,2.7,3.3,"(47.52227862900048, -120.47001078999972)",53,GENDER
233714,2011,WI,Wisconsin,3.9,3.9,3.4,4.4,"(44.39319117400049, -89.81637074199966)",55,GENDER
233716,2011,WI,Wisconsin,2.6,2.6,2.1,3.0,"(44.39319117400049, -89.81637074199966)",55,GENDER
233722,2011,WV,West Virginia,5.5,5.5,5.1,6.0,"(38.66551020200046, -80.71264013499967)",54,GENDER
233724,2011,WV,West Virginia,3.7,3.7,3.2,4.2,"(38.66551020200046, -80.71264013499967)",54,GENDER
233730,2011,WY,Wyoming,4.3,4.3,3.9,4.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
233732,2011,WY,Wyoming,2.7,2.7,2.4,3.1,"(43.23554134300048, -108.10983035299967)",56,GENDER
233738,2011,AK,Alaska,3.7,3.7,3.1,4.3,"(64.84507995700051, -147.72205903599973)",2,GENDER
233740,2011,AK,Alaska,2.6,2.6,2.1,3.1,"(64.84507995700051, -147.72205903599973)",2,GENDER
233746,2011,AL,Alabama,5.5,5.5,5.1,5.9,"(32.84057112200048, -86.63186076199969)",1,GENDER
233748,2011,AL,Alabama,4.1,4.1,3.6,4.6,"(32.84057112200048, -86.63186076199969)",1,GENDER
233754,2011,AR,Arkansas,5.7,5.7,5.1,6.3,"(34.74865012400045, -92.27449074299966)",5,GENDER
233756,2011,AR,Arkansas,4.7,4.7,4.0,5.4,"(34.74865012400045, -92.27449074299966)",5,GENDER
233762,2011,AZ,Arizona,4.5,4.5,4.0,5.0,"(34.865970280000454, -111.76381127699972)",4,GENDER
233764,2011,AZ,Arizona,3.2,3.2,2.7,3.7,"(34.865970280000454, -111.76381127699972)",4,GENDER
233770,2011,CA,California,4.2,4.2,4.0,4.4,"(37.63864012300047, -120.99999953799971)",6,GENDER
233772,2011,CA,California,3.4,3.4,3.1,3.6,"(37.63864012300047, -120.99999953799971)",6,GENDER
233778,2011,CO,Colorado,4.1,4.1,3.8,4.4,"(38.843840757000464, -106.13361092099967)",8,GENDER
233780,2011,CO,Colorado,2.9,2.9,2.7,3.2,"(38.843840757000464, -106.13361092099967)",8,GENDER
233786,2011,CT,Connecticut,3.8,3.8,3.5,4.2,"(41.56266102000046, -72.64984095199964)",9,GENDER
233788,2011,CT,Connecticut,3.3,3.3,2.9,3.7,"(41.56266102000046, -72.64984095199964)",9,GENDER
233794,2011,DC,District of Columbia,3.8,3.8,3.3,4.2,"(38.907192, -77.036871)",11,GENDER
233796,2011,DC,District of Columbia,3.4,3.4,2.8,4.0,"(38.907192, -77.036871)",11,GENDER
233802,2011,DE,Delaware,3.8,3.8,3.4,4.2,"(39.008830667000495, -75.57774116799965)",10,GENDER
233804,2011,DE,Delaware,2.8,2.8,2.4,3.3,"(39.008830667000495, -75.57774116799965)",10,GENDER
233810,2011,FL,Florida,4.7,4.7,4.4,5.0,"(28.932040377000476, -81.92896053899966)",12,GENDER
233817,2011,GA,Georgia,4.2,4.2,3.9,4.5,"(32.83968109300048, -83.62758034599966)",13,GENDER
233819,2011,GA,Georgia,3.6,3.6,3.2,4.0,"(32.83968109300048, -83.62758034599966)",13,GENDER
233825,2011,GU,Guam,3.1,3.1,2.5,3.7,"(13.444304, 144.793731)",66,GENDER
233827,2011,GU,Guam,2.8,2.8,2.1,3.4,"(13.444304, 144.793731)",66,GENDER
233833,2011,HI,Hawaii,3.1,3.1,2.7,3.5,"(21.304850435000446, -157.85774940299973)",15,GENDER
233840,2011,IA,Iowa,3.4,3.4,3.1,3.8,"(42.46940091300047, -93.81649055599968)",19,GENDER
233842,2011,IA,Iowa,2.6,2.6,2.3,2.9,"(42.46940091300047, -93.81649055599968)",19,GENDER
233848,2011,ID,Idaho,4.6,4.6,4.1,5.0,"(43.682630005000476, -114.3637300419997)",16,GENDER
233850,2011,ID,Idaho,3.1,3.1,2.6,3.6,"(43.682630005000476, -114.3637300419997)",16,GENDER
233856,2011,IL,Illinois,4.4,4.4,4.0,4.8,"(40.48501028300046, -88.99771017799969)",17,GENDER
233858,2011,IL,Illinois,3.6,3.6,3.1,4.1,"(40.48501028300046, -88.99771017799969)",17,GENDER
233864,2011,IN,Indiana,5.0,5.0,4.6,5.3,"(39.766910452000445, -86.14996019399968)",18,GENDER
233866,2011,IN,Indiana,3.5,3.5,3.1,3.8,"(39.766910452000445, -86.14996019399968)",18,GENDER
233872,2011,KS,Kansas,4.0,4.0,3.8,4.2,"(38.34774030000045, -98.20078122699965)",20,GENDER
233874,2011,KS,Kansas,2.6,2.6,2.4,2.8,"(38.34774030000045, -98.20078122699965)",20,GENDER
233880,2011,KY,Kentucky,5.4,5.4,5.0,5.8,"(37.645970271000465, -84.77497104799966)",21,GENDER
233882,2011,KY,Kentucky,4.1,4.1,3.7,4.6,"(37.645970271000465, -84.77497104799966)",21,GENDER
233888,2011,LA,Louisiana,4.8,4.8,4.5,5.2,"(31.31266064400046, -92.44568007099969)",22,GENDER
233890,2011,LA,Louisiana,3.9,3.9,3.5,4.4,"(31.31266064400046, -92.44568007099969)",22,GENDER
233896,2011,MA,Massachusetts,4.0,4.0,3.8,4.3,"(42.27687047000046, -72.08269067499964)",25,GENDER
233898,2011,MA,Massachusetts,3.2,3.2,2.9,3.5,"(42.27687047000046, -72.08269067499964)",25,GENDER
233904,2011,MD,Maryland,4.2,4.2,3.8,4.6,"(39.29058096400047, -76.60926011099963)",24,GENDER
233906,2011,MD,Maryland,3.1,3.1,2.7,3.4,"(39.29058096400047, -76.60926011099963)",24,GENDER
233912,2011,ME,Maine,4.7,4.7,4.4,5.0,"(45.254228894000505, -68.98503133599962)",23,GENDER
233914,2011,ME,Maine,3.4,3.4,3.1,3.7,"(45.254228894000505, -68.98503133599962)",23,GENDER
233920,2011,MI,Michigan,4.6,4.6,4.3,5.0,"(44.6613195430005, -84.71439026999968)",26,GENDER
233922,2011,MI,Michigan,3.8,3.8,3.4,4.2,"(44.6613195430005, -84.71439026999968)",26,GENDER
233928,2011,MN,Minnesota,3.5,3.5,3.3,3.8,"(46.35564873600049, -94.79420050299967)",27,GENDER
233930,2011,MN,Minnesota,2.6,2.6,2.4,2.8,"(46.35564873600049, -94.79420050299967)",27,GENDER
233936,2011,MO,Missouri,4.6,4.6,4.2,5.1,"(38.635790776000476, -92.56630005299968)",29,GENDER
233938,2011,MO,Missouri,3.5,3.5,3.0,3.9,"(38.635790776000476, -92.56630005299968)",29,GENDER
233944,2011,MS,Mississippi,4.9,4.9,4.5,5.2,"(32.745510099000455, -89.53803082499968)",28,GENDER
233946,2011,MS,Mississippi,3.8,3.8,3.4,4.2,"(32.745510099000455, -89.53803082499968)",28,GENDER
233952,2011,MT,Montana,4.1,4.1,3.8,4.4,"(47.06652897200047, -109.42442064499971)",30,GENDER
233954,2011,MT,Montana,3.2,3.2,2.9,3.6,"(47.06652897200047, -109.42442064499971)",30,GENDER
233960,2011,NC,North Carolina,4.4,4.4,4.0,4.7,"(35.466220975000454, -79.15925046299964)",37,GENDER
233962,2011,NC,North Carolina,3.0,3.0,2.7,3.4,"(35.466220975000454, -79.15925046299964)",37,GENDER
233968,2011,ND,North Dakota,3.2,3.2,2.9,3.6,"(47.47531977900047, -100.11842104899966)",38,GENDER
233970,2011,ND,North Dakota,2.4,2.4,2.0,2.8,"(47.47531977900047, -100.11842104899966)",38,GENDER
233976,2011,NE,Nebraska,3.6,3.6,3.4,3.8,"(41.6410409880005, -99.36572062299967)",31,GENDER
233978,2011,NE,Nebraska,2.5,2.5,2.3,2.7,"(41.6410409880005, -99.36572062299967)",31,GENDER
233984,2011,NH,New Hampshire,4.3,4.3,3.9,4.8,"(43.65595011300047, -71.50036091999965)",33,GENDER
233986,2011,NH,New Hampshire,3.8,3.8,3.4,4.3,"(43.65595011300047, -71.50036091999965)",33,GENDER
233992,2011,NJ,New Jersey,3.7,3.7,3.5,3.9,"(40.13057004800049, -74.27369128799967)",34,GENDER
233994,2011,NJ,New Jersey,3.0,3.0,2.8,3.3,"(40.13057004800049, -74.27369128799967)",34,GENDER
233995,2011,NY,New York,3.2,3.2,2.8,3.5,"(42.82700103200045, -75.54397042699964)",36,GENDER
234001,2011,NM,New Mexico,4.4,4.4,4.1,4.7,"(34.52088095200048, -106.24058098499967)",35,GENDER
234003,2011,NM,New Mexico,3.5,3.5,3.2,3.9,"(34.52088095200048, -106.24058098499967)",35,GENDER
234009,2011,NV,Nevada,4.5,4.5,3.9,5.1,"(39.493240390000494, -117.07184056399967)",32,GENDER
234011,2011,NV,Nevada,3.4,3.4,2.9,3.9,"(39.493240390000494, -117.07184056399967)",32,GENDER
234017,2011,NY,New York,4.3,4.3,3.9,4.6,"(42.82700103200045, -75.54397042699964)",36,GENDER
234024,2011,OH,Ohio,4.7,4.7,4.3,5.0,"(40.06021014100048, -82.40426005599966)",39,GENDER
234026,2011,OH,Ohio,3.5,3.5,3.1,3.9,"(40.06021014100048, -82.40426005599966)",39,GENDER
234032,2011,OK,Oklahoma,4.9,4.9,4.6,5.3,"(35.47203135600046, -97.52107021399968)",40,GENDER
234034,2011,OK,Oklahoma,4.0,4.0,3.6,4.5,"(35.47203135600046, -97.52107021399968)",40,GENDER
234040,2011,OR,Oregon,4.2,4.2,3.8,4.6,"(44.56744942400047, -120.15503132599969)",41,GENDER
234047,2011,PA,Pennsylvania,4.7,4.7,4.4,4.9,"(40.79373015200048, -77.86070029399963)",42,GENDER
234049,2011,PA,Pennsylvania,3.4,3.4,3.1,3.8,"(40.79373015200048, -77.86070029399963)",42,GENDER
234055,2011,PR,Puerto Rico,3.9,3.9,3.6,4.3,"(18.220833, -66.590149)",72,GENDER
234062,2011,RI,Rhode Island,4.6,4.6,4.3,5.0,"(41.70828019300046, -71.52247031399963)",44,GENDER
234064,2011,RI,Rhode Island,3.9,3.9,3.4,4.3,"(41.70828019300046, -71.52247031399963)",44,GENDER
234070,2011,SC,South Carolina,4.8,4.8,4.5,5.2,"(33.998821303000454, -81.04537120699968)",45,GENDER
234072,2011,SC,South Carolina,3.3,3.3,2.9,3.6,"(33.998821303000454, -81.04537120699968)",45,GENDER
234078,2011,SD,South Dakota,3.6,3.6,3.1,4.1,"(44.353130053000484, -100.3735306369997)",46,GENDER
234080,2011,SD,South Dakota,2.4,2.4,2.0,2.9,"(44.353130053000484, -100.3735306369997)",46,GENDER
234086,2011,TN,Tennessee,4.5,4.5,3.8,5.2,"(35.68094058000048, -85.77449091399967)",47,GENDER
234088,2011,TN,Tennessee,3.0,3.0,2.4,3.6,"(35.68094058000048, -85.77449091399967)",47,GENDER
234094,2011,TX,Texas,4.2,4.2,3.9,4.5,"(31.827240407000488, -99.42677020599967)",48,GENDER
234096,2011,TX,Texas,2.9,2.9,2.6,3.2,"(31.827240407000488, -99.42677020599967)",48,GENDER
234101,2011,US,United States,4.3,4.3,4.2,4.5,,59,GENDER
234102,2011,US,United States,3.3,3.3,3.0,3.4,,59,GENDER
234105,2011,UT,Utah,4.2,4.2,3.9,4.5,"(39.360700171000474, -111.58713063499971)",49,GENDER
234107,2011,UT,Utah,3.0,3.0,2.8,3.3,"(39.360700171000474, -111.58713063499971)",49,GENDER
234113,2011,VA,Virginia,3.7,3.7,3.4,4.1,"(37.54268067400045, -78.45789046299967)",51,GENDER
234115,2011,VA,Virginia,3.0,3.0,2.6,3.4,"(37.54268067400045, -78.45789046299967)",51,GENDER
234121,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
234123,2011,VI,Virgin Islands,,,,,"(18.335765, -64.896335)",78,GENDER
234129,2011,VT,Vermont,4.0,4.0,3.6,4.3,"(43.62538123900049, -72.51764079099962)",50,GENDER
234136,2011,WA,Washington,4.4,4.4,4.1,4.7,"(47.52227862900048, -120.47001078999972)",53,GENDER
234138,2011,WA,Washington,3.0,3.0,2.7,3.4,"(47.52227862900048, -120.47001078999972)",53,GENDER
234144,2011,WI,Wisconsin,3.8,3.8,3.4,4.2,"(44.39319117400049, -89.81637074199966)",55,GENDER
234146,2011,WI,Wisconsin,2.6,2.6,2.2,3.1,"(44.39319117400049, -89.81637074199966)",55,GENDER
234152,2011,WV,West Virginia,5.3,5.3,4.9,5.7,"(38.66551020200046, -80.71264013499967)",54,GENDER
234154,2011,WV,West Virginia,3.8,3.8,3.3,4.3,"(38.66551020200046, -80.71264013499967)",54,GENDER
234160,2011,WY,Wyoming,4.2,4.2,3.8,4.7,"(43.23554134300048, -108.10983035299967)",56,GENDER
234162,2011,WY,Wyoming,2.8,2.8,2.4,3.2,"(43.23554134300048, -108.10983035299967)",56,GENDER
264110,2014,AR,Arkansas,5.0,5.0,4.5,5.5,"(34.74865012400045, -92.27449074299966)",5,GENDER
277639,2014,WY,Wyoming,2.4,2.4,2.0,2.9,"(43.23554134300048, -108.10983035299967)",56,GENDER
304693,2014,DC,District of Columbia,2.9,2.9,2.4,3.5,"(38.907192, -77.036871)",11,GENDER
305054,2014,AK,Alaska,3.4,3.4,3.0,3.8,"(64.84507995700051, -147.72205903599973)",2,GENDER
305056,2014,AK,Alaska,2.5,2.5,2.1,3.0,"(64.84507995700051, -147.72205903599973)",2,GENDER
305062,2014,AL,Alabama,5.6,5.6,5.2,6.0,"(32.84057112200048, -86.63186076199969)",1,GENDER
305064,2014,AL,Alabama,3.6,3.6,3.2,4.1,"(32.84057112200048, -86.63186076199969)",1,GENDER
305070,2014,AR,Arkansas,5.1,5.1,4.6,5.7,"(34.74865012400045, -92.27449074299966)",5,GENDER
305072,2014,AR,Arkansas,3.6,3.6,3.1,4.2,"(34.74865012400045, -92.27449074299966)",5,GENDER
305078,2014,AZ,Arizona,4.1,4.1,3.8,4.4,"(34.865970280000454, -111.76381127699972)",4,GENDER
305080,2014,AZ,Arizona,3.2,3.2,2.9,3.6,"(34.865970280000454, -111.76381127699972)",4,GENDER
305086,2014,CA,California,4.2,4.2,3.9,4.6,"(37.63864012300047, -120.99999953799971)",6,GENDER
305088,2014,CA,California,2.9,2.9,2.6,3.2,"(37.63864012300047, -120.99999953799971)",6,GENDER
305094,2014,CO,Colorado,3.7,3.7,3.5,4.0,"(38.843840757000464, -106.13361092099967)",8,GENDER
305096,2014,CO,Colorado,2.6,2.6,2.4,2.9,"(38.843840757000464, -106.13361092099967)",8,GENDER
305102,2014,CT,Connecticut,4.3,4.3,3.9,4.7,"(41.56266102000046, -72.64984095199964)",9,GENDER
305104,2014,CT,Connecticut,3.0,3.0,2.7,3.3,"(41.56266102000046, -72.64984095199964)",9,GENDER
305110,2014,DC,District of Columbia,3.7,3.7,3.1,4.3,"(38.907192, -77.036871)",11,GENDER
305117,2014,DE,Delaware,4.0,4.0,3.5,4.5,"(39.008830667000495, -75.57774116799965)",10,GENDER
305119,2014,DE,Delaware,3.3,3.3,2.7,3.9,"(39.008830667000495, -75.57774116799965)",10,GENDER
305125,2014,FL,Florida,4.5,4.5,4.1,4.8,"(28.932040377000476, -81.92896053899966)",12,GENDER
305127,2014,FL,Florida,3.2,3.2,2.8,3.5,"(28.932040377000476, -81.92896053899966)",12,GENDER
305133,2014,GA,Georgia,4.5,4.5,4.1,4.9,"(32.83968109300048, -83.62758034599966)",13,GENDER
305135,2014,GA,Georgia,3.4,3.4,3.0,3.9,"(32.83968109300048, -83.62758034599966)",13,GENDER
305141,2014,GU,Guam,3.4,3.4,2.8,4.1,"(13.444304, 144.793731)",66,GENDER
305143,2014,GU,Guam,3.3,3.3,2.6,4.1,"(13.444304, 144.793731)",66,GENDER
305149,2014,HI,Hawaii,2.9,2.9,2.6,3.2,"(21.304850435000446, -157.85774940299973)",15,GENDER
